State,Long,"Place
Name","Zip
Code",County,Lat,
MI,-83.5946,Whittaker,48190,Washtenaw,42.1244,
UT,-111.7333,Pleasant Grove,84062,Utah,40.372,
AR,-94.4534,Decatur,72722,Benton,36.3347,
FL,-82.2691,Rotonda West,33947,Charlotte,26.8842,
KY,-83.4436,Morehead,40351,Rowan,38.199,
MN,-94.8515,Greenwald,56335,Stearns,45.5971,
WV,-82.4905,Shoals,25562,Wayne,38.3432,
FL,-82.3077,Floral City,34436,Citrus,28.7304,
NJ,-74.1891,Newark,7114,Essex,40.7082,
GA,-84.2297,Camilla,31730,Mitchell,31.2199,
KY,-85.2011,Saint Catharine,40061,Washington,37.774,
PA,-78.2037,Hawk Run,16840,Clearfield,40.923,
CT,-72.0775,Baltic,6330,New London,41.6263,
ND,-101.9643,Plaza,58771,Mountrail,48.0242,
OH,-83.7688,Belle Center,43310,Logan,40.5024,
IA,-92.4098,Buckingham,50612,Tama,42.2552,
IL,-90.5059,Berwick,61417,Warren,40.7799,
NC,-82.568,Mills River,28759,Buncombe,35.3906,
TN,-82.3408,Johnson City,37601,Washington,36.3339,
WI,-91.1075,Grand View,54839,Bayfield,46.3577,
NY,-73.9762,New York,10103,New York,40.7603,
CA,-119.6982,Santa Barbara,93150,Santa Barbara,34.4208,
IL,-90.2615,Jacksonville,62651,Morgan,39.6983,
VA,-77.4897,Fredericksburg,22402,Fredericksburg (city),38.2996,
OH,-84.2297,Pettisville,43553,Fulton,41.5306,
NE,-103.4053,Crawford,69339,Dawes,42.6758,
TX,-106.4869,El Paso,79953,El Paso,31.7587,
MA,-72.9183,Plainfield,1070,Hampshire,42.5144,
NY,-73.781,New Rochelle,10805,Westchester,40.9002,
CO,-104.3584,Hoehne,81046,Las Animas,37.2796,
AK,-134.7003,Auke Bay,99821,Juneau City and Borough,58.4494,
AK,-149.8866,Anchorage,99518,Anchorage Municipality,61.1549,
ND,-97.4543,Sheldon,58068,Ransom,46.5548,
ME,-70.7298,North Waterboro,4061,York,43.64,
CA,-118.1065,San Marino,91118,Los Angeles,34.1214,
WV,-80.5801,New Manchester,26056,Hancock,40.5315,
TX,-97.0826,Arlington,76010,Tarrant,32.7204,
ND,-96.9901,Gardner,58036,Cass,47.1252,
TX,-96.9999,Lewisville,75057,Denton,33.0532,
IL,-89.5801,East Peoria,61635,Tazewell,40.6661,
ID,-116.2524,Boise,83703,Ada,43.6601,
KS,-94.7209,Overland Park,66214,Johnson,38.9649,
IA,-91.6589,Wayland,52654,Henry,41.1449,
NY,-74.0104,Newburgh,12555,Orange,41.5034,
NY,-78.6162,Clarence,14031,Erie,42.981,
NH,-71.181,Milan,3588,Coos,44.587,
NV,-115.2941,Las Vegas,89134,Clark,36.2092,
PA,-79.9771,Dilliner,15327,Greene,39.7555,
NC,-77.8515,Albertson,28508,Duplin,35.1176,
WA,-122.5745,Olalla,98359,Kitsap,47.4241,
KY,-87.8661,Wheatcroft,42463,Webster,37.488,
MI,-83.7498,Flint,48504,Genesee,43.0573,
CA,-115.7444,Amboy,92304,San Bernardino,34.5578,
MI,-83.0638,Decker,48426,Sanilac,43.4775,
NJ,-74.9255,West Berlin,8091,Camden,39.8051,
NJ,-74.296,Pequannock,7440,Morris,40.9473,
CA,-119.1343,Oxnard,93031,Ventura,34.0324,
DE,-75.5466,Wilmington,19886,New Castle,39.7459,
MD,-79.0594,Luke,21540,Allegany,39.4774,
NC,-81.4706,Icard,28666,Burke,35.7274,
MA,-71.14,Fall River,2720,Bristol,41.7182,
MO,-93.3501,Harris,64645,Sullivan,40.3075,
MA,-71.6927,South Grafton,1560,Worcester,42.176,
CO,-105.2178,Canon City,81212,Fremont,38.4451,
UT,-112.6035,Glendale,84729,Kane,37.3219,
TX,-98.5078,San Antonio,78204,Bexar,29.4059,
PA,-80.4388,Hookstown,15050,Beaver,40.5622,
AK,-134.4197,Juneau,99802,Juneau City and Borough,58.3019,
AL,-86.9887,Decatur,35601,Morgan,34.5896,
NY,-74.6178,Margaretville,12455,Delaware,42.1852,
CA,-118.4492,Sherman Oaks,91495,Los Angeles,34.1511,
CA,-119.8238,New Cuyama,93254,Santa Barbara,34.9967,
WV,-80.3129,White Sulphur Springs,24986,Greenbrier,37.7827,
IL,-89.3703,Lowpoint,61545,Woodford,40.8793,
GA,-84.2585,Scottdale,30079,DeKalb,33.7934,
MT,-112.6845,Melrose,59743,Silver Bow,45.6319,
IL,-87.9599,Homer Glen,60491,Will,41.6028,
MN,-95.1245,Brooten,56316,Stearns,45.5011,
AK,-149.1608,Clear,99704,Denali,64.2966,
NY,-74.9671,Portlandville,13834,Otsego,42.5304,
TX,-100.8609,Colorado City,79512,Mitchell,32.3987,
ME,-68.8667,North Haven,4853,Knox,44.1436,
PA,-79.8734,Clintonville,16372,Venango,41.2002,
MA,-72.4993,Leverett,1054,Franklin,42.4682,
CA,-122.6581,Petaluma,94999,Sonoma,38.2675,
CA,-118.0515,Arcadia,91007,Los Angeles,34.1243,
VA,-77.7127,Midland,22728,Fauquier,38.5671,
WV,-81.4399,Reedy,25270,Roane,38.8889,
OK,-97.5227,Oklahoma City,73195,Oklahoma,35.474,
MO,-91.1211,Hawk Point,63349,Lincoln,38.9766,
KY,-83.6901,Scalf,40982,Knox,36.9327,
IA,-92.3417,Denver,50622,Bremer,42.6731,
MO,-93.3015,Humphreys,64646,Sullivan,40.1144,
IN,-87.3938,Newburgh,47630,Warrick,37.9637,
IL,-89.8031,Benld,62009,Macoupin,39.0939,
MA,-70.8651,Hanson,2341,Plymouth,42.0616,
TX,-98.4616,San Antonio,78206,Bexar,29.4375,
MI,-83.7147,Hartland,48353,Livingston,42.6356,
NC,-79.1653,Cumnock,27237,Lee,35.4676,
WY,-104.0666,Pine Bluffs,82082,Laramie,41.1788,
PA,-79.4979,Hannastown,15635,Westmoreland,40.352,
NV,-119.8591,Reno,89519,Washoe,39.4814,
AR,-90.1779,West Memphis,72301,Crittenden,35.1484,
LA,-90.7814,Hester,70743,St. James,30.0206,
TX,-98.6677,Von Ormy,78073,Bexar,29.275,
NC,-79.792,Greensboro,27411,Guilford,36.0726,
VT,-73.017,Center Rutland,5736,Rutland,43.6023,
VA,-77.7656,Middleburg,20118,Loudoun,39.0075,
PA,-78.3129,Hopewell,16650,Bedford,40.1192,
MA,-71.455,Maynard,1754,Middlesex,42.4321,
IA,-92.8101,Gilman,50106,Marshall,41.9012,
AZ,-112.4787,Buckeye,85396,Maricopa,33.468,
IA,-94.9836,Marathon,50565,Buena Vista,42.8612,
CA,-118.1445,Pasadena,91102,Los Angeles,34.1478,
PA,-79.385,Endeavor,16322,Forest,41.5895,
OK,-95.1018,Bluejacket,74333,Craig,36.7975,
PA,-75.5953,Gilbertsville,19525,Montgomery,40.3059,
LA,-91.0925,Carville,70721,Iberville,30.2184,
TX,-96.4095,Rockwall,75032,Rockwall,32.886,
FL,-82.4584,Tampa,33622,Hillsborough,27.9475,
ND,-97.3849,Erie,58029,Cass,47.1128,
SD,-97.9881,Ethan,57334,Davison,43.5478,
FL,-82.3873,Gainesville,32608,Alachua,29.6132,
VA,-82.9772,Keokee,24265,Lee,36.8239,
MI,-85.3238,Climax,49034,Kalamazoo,42.234,
IL,-87.6051,Chicago,60637,Cook,41.7813,
IN,-86.3153,South Bend,46619,St. Joseph,41.6674,
NY,-78.7849,Buffalo,14273,Erie,42.755,
MD,-75.555,Pocomoke City,21851,Worcester,38.0714,
SC,-79.2542,Mullins,29574,Marion,34.2044,
MO,-91.6304,Koshkonong,65692,Oregon,36.6056,
LA,-90.1915,Metairie,70006,Jefferson Parish,30.0129,
ME,-69.2771,Union,4862,Knox,44.2619,
VA,-81.0042,Fries,24330,Grayson,36.7247,
FL,-81.7605,Fort Myers,33905,Lee,26.6693,
NE,-95.9227,Murray,68409,Cass,40.92,
MN,-93.5108,Waseca,56093,Waseca,44.0834,
AL,-85.9546,Troy,36082,Pike,31.8028,
ND,-97.0049,Kindred,58051,Cass,46.6543,
TX,-97.7433,Austin,78747,Travis,30.1204,
OK,-94.6313,Stilwell,74960,Adair,35.8107,
MS,-90.1771,Jackson,39210,Hinds,32.3218,
TX,-102.3046,Dimmitt,79027,Castro,34.5341,
PA,-76.1821,Ephrata,17522,Lancaster,40.1756,
MI,-84.1598,Saint Charles,48655,Saginaw,43.2863,
PA,-75.7435,Bowers,19511,Berks,40.4821,
PA,-75.5849,Lanesboro,18827,Susquehanna,41.957,
CT,-72.603,East Windsor Hill,6028,Hartford,41.8592,
AZ,-111.5768,Apache Junction,85120,Pinal,33.3931,
PA,-76.9421,Roaring Branch,17765,Tioga,41.5692,
KY,-83.3007,Busy,41723,Perry,37.2632,
OK,-96.67,Bowlegs,74830,Seminole,35.1462,
KS,-97.6509,Norway,66961,Republic,39.8279,
KS,-101.9093,Saint Francis,67756,Cheyenne,39.6804,
MN,-93.2037,Braham,55006,Isanti,45.7175,
NJ,-74.3801,South River,8882,Middlesex,40.4444,
IL,-88.3338,Mill Shoals,62862,White,38.2447,
PA,-80.0248,Pittsburgh,15272,Allegheny,40.4344,
OK,-98.4004,Fort Sill,73503,Comanche,34.6595,
PA,-75.6805,Moosic,18507,Lackawanna,41.3554,
IL,-87.6873,Chicago,60668,Cook,41.8119,
AZ,-111.9312,Tempe,85283,Maricopa,33.3665,
NJ,-75.0564,Barrington,8007,Camden,39.8651,
AL,-86.394,Gurley,35748,Madison,34.714,
CA,-119.7455,Coarsegold,93614,Madera,37.2214,
TX,-94.3605,Linden,75563,Cass,33.0048,
NY,-77.6843,Rochester,14694,Monroe,43.286,
NY,-79.3096,Greenhurst,14742,Chautauqua,42.1205,
PA,-76.2155,Gilberton,17934,Schuylkill,40.7986,
NY,-74.8276,Van Hornesville,13475,Herkimer,42.8951,
CO,-104.817,Colorado Springs,80907,El Paso,38.876,
FL,-81.9907,Lake Geneva,32160,Clay,29.7683,
KY,-84.5007,Lexington,40511,Fayette,38.0932,
CT,-73.5811,Riverside,6878,Fairfield,41.038,
IL,-88.7272,La Place,61936,Piatt,39.7983,
MN,-91.9417,Utica,55979,Winona,43.9587,
KY,-82.3648,Sidney,41564,Pike,37.6076,
MO,-92.6677,Clifton Hill,65244,Randolph,39.426,
MS,-88.4984,Porterville,39352,Kemper,32.6368,
NY,-72.8537,Mastic Beach,11951,Suffolk,40.7657,
DC,-77.0146,Washington,20090,District of Columbia,38.8933,
CA,-122.6382,Woodacre,94973,Marin,38.0069,
VA,-78.482,Stanardsville,22973,Greene,38.3121,
ME,-68.6263,Bradley,4411,Penobscot,44.9015,
TX,-95.9546,Bedias,77831,Grimes,30.7065,
DE,-75.597,Wilmington,19896,New Castle,39.5645,
AL,-88.0622,Mobile,36615,Mobile,30.6411,
PA,-78.2545,Riddlesburg,16672,Bedford,40.162,
NC,-79.792,Greensboro,27427,Guilford,36.0726,
TX,-97.6443,Meridian,76665,Bosque,31.929,
NY,-78.8115,Buffalo,14215,Erie,42.9335,
DC,-77.0146,Washington,20224,District of Columbia,38.8933,
NY,-76.7024,Cayuga,13034,Cayuga,42.9142,
MO,-93.2057,Springfield,65809,Greene,37.1852,
AL,-88.3172,Deer Park,36529,Washington,31.2168,
PA,-76.2433,Mahanoy Plane,17949,Schuylkill,40.794,
MT,-109.5224,Reed Point,59069,Stillwater,45.7439,
WA,-122.353,Seattle,98166,King,47.4511,
KS,-96.48,Alta Vista,66834,Wabaunsee,38.8636,
NY,-74.5473,Fleischmanns,12430,Delaware,42.1772,
CA,-117.1573,San Diego,92152,San Diego,32.7153,
NJ,-74.1343,North Arlington,7031,Bergen,40.7898,
OK,-97.6547,Oklahoma City,73179,Oklahoma,35.4242,
IL,-88.8416,Ottawa,61350,La Salle,41.3526,
NM,-105.2764,Montezuma,87731,San Miguel,35.6523,
TN,-85.138,Bakewell,37304,Hamilton,35.3452,
TN,-89.9886,Memphis,38132,Shelby,35.072,
NY,-73.1805,East Islip,11730,Suffolk,40.7282,
PA,-77.3134,Elkland,16920,Tioga,41.9882,
NY,-73.9796,New York,10173,New York,40.7543,
CA,-118.2899,Glendale,91201,Los Angeles,34.1716,
CA,-118.5647,Benton,93512,Mono,37.8926,
ME,-69.5498,Canaan,4924,Somerset,44.745,
PA,-79.6567,Corry,16407,Erie,41.9226,
CA,-117.6238,Ladera Ranch,92694,Orange,33.5472,
MN,-92.0145,Harmony,55939,Fillmore,43.5663,
IL,-89.6275,Springfield,62703,Sangamon,39.7622,
IA,-93.5722,Des Moines,50981,Polk,41.6727,
ND,-103.6599,Zahl,58856,Williams,48.5787,
MN,-93.2552,Minneapolis,55413,Hennepin,44.998,
GA,-84.4741,Atlanta,30369,Fulton,33.8444,
NC,-82.5286,Asheville,28810,Buncombe,35.6203,
PA,-76.2499,Drumore,17518,Lancaster,39.8183,
KS,-97.2467,Morganville,67468,Clay,39.4607,
OH,-82.1378,Fultonham,43738,Muskingum,39.8555,
LA,-90.2417,Kenner,70063,Jefferson Parish,29.9941,
MS,-90.7836,Mc Call Creek,39647,Franklin,31.4908,
IN,-87.6992,Cynthiana,47612,Posey,38.193,
HI,-156.3802,Paia,96779,Maui,20.9154,
WV,-78.8926,Keyser,26726,Mineral,39.4527,
WI,-88.0623,Newburg,53060,Washington,43.4338,
IL,-88.209,Kempton,60946,Ford,40.9126,
KS,-98.1575,Kanopolis,67454,Ellsworth,38.7091,
OH,-83.6433,Cygnet,43413,Wood,41.2401,
DC,-77.0476,Washington,20427,District of Columbia,38.9021,
CO,-106.1114,Capulin,81124,Conejos,37.2839,
OK,-98.0727,Lahoma,73754,Garfield,36.385,
TX,-101.6046,Petersburg,79250,Hale,33.8768,
MO,-94.2548,Sheldon,64784,Vernon,37.684,
TN,-86.4512,Gallatin,37066,Sumner,36.3834,
AL,-86.3042,Weogufka,35183,Coosa,33.0238,
MO,-94.1299,Rockville,64780,Bates,38.0766,
TX,-106.4247,El Paso,79906,El Paso,31.8092,
WA,-122.3321,Seattle,98154,King,47.6062,
IL,-90.8661,Timewell,62375,Brown,40.0117,
MO,-92.2588,Udall,65766,Ozark,36.544,
PA,-79.3225,New Derry,15671,Westmoreland,40.3494,
NH,-72.3422,Claremont,3743,Sullivan,43.3679,
WI,-90.0583,Stratford,54484,Marathon,44.7899,
CA,-122.4194,San Francisco,94151,City and County of San Francisco,37.7749,
NY,-73.9025,Tivoli,12583,Dutchess,42.0579,
AL,-88.0075,Malcolm,36556,Washington,31.1913,
KY,-85.4524,Westport,40077,Oldham,38.4921,
MI,-83.973,Byron,48418,Shiawassee,42.8059,
PA,-75.304,Drexel Hill,19026,Delaware,39.9503,
FL,-81.2188,Moore Haven,33471,Glades,26.8327,
IA,-95.3636,Denison,51442,Crawford,42.0196,
PA,-75.2876,Clifton Heights,19018,Delaware,39.9218,
TN,-85.9197,Morrison,37357,Warren,35.6029,
MD,-76.5891,Baltimore,21239,Baltimore (city),39.361,
FL,-81.3792,Orlando,32897,Orange,28.5383,
WI,-88.1845,Saint Cloud,53079,Fond du Lac,43.8074,
OK,-97.5601,Lamont,74643,Grant,36.6939,
KS,-97.5082,Clearwater,67026,Sedgwick,37.5076,
GA,-85.1286,Bremen,30110,Haralson,33.7309,
IL,-89.6437,Springfield,62765,Sangamon,39.8017,
NY,-75.6727,Hammond,13646,St. Lawrence,44.4502,
NC,-76.6224,Edenton,27932,Chowan,36.0908,
OK,-99.7843,Gould,73544,Harmon,34.665,
VA,-75.8769,Wardtown,23482,Northampton,37.5349,
MD,-77.0075,Takoma Park,20913,Prince George's,38.9779,
DC,-77.0146,Washington,20525,District of Columbia,38.8933,
IL,-89.6581,Glenarm,62536,Sangamon,39.6327,
OH,-83.5019,Arcadia,44804,Hancock,41.1116,
IA,-94.6444,Adair,50002,Adair,41.5137,
WV,-82.0585,Holden,25625,Logan,37.83,
MO,-94.3983,Lees Summit,64002,Jackson,38.9285,
WV,-81.5326,Le Roy,25252,Jackson,38.8888,
PA,-76.9812,Hanover,17331,York,39.7943,
IL,-90.1401,Savanna,61074,Carroll,42.0956,
TN,-85.5016,Cookeville,38502,Putnam,36.1628,
MO,-94.1572,Milford,64766,Barton,37.5848,
IA,-92.6833,Moulton,52572,Appanoose,40.6866,
IL,-87.5938,South Holland,60473,Cook,41.5979,
AZ,-112.7845,Lukeville,85341,Pima,31.8737,
MI,-84.6529,Concord,49237,Jackson,42.1875,
TX,-98.6633,Cherokee,76832,San Saba,30.9806,
NH,-71.1912,Raymond,3077,Rockingham,43.0325,
MN,-92.8921,Chisago City,55013,Chisago,45.3611,
SC,-81.0601,North,29112,Orangeburg,33.6211,
OH,-80.7562,Jefferson,44047,Ashtabula,41.7335,
MI,-82.9832,Warren,48088,Macomb,42.5164,
GA,-85.1362,Bowdon Junction,30109,Carroll,33.6534,
TX,-103.9297,Orla,79770,Reeves,31.864,
FL,-80.1219,Hollywood,33019,Broward,26.007,
AR,-92.8251,Jerusalem,72080,Conway,35.5699,
TN,-85.4966,Celina,38551,Clay,36.5475,
WV,-81.95,Buffalo,25033,Putnam,38.6092,
NJ,-74.7416,Trenton,8611,Mercer,40.1967,
CA,-119.6833,Santa Barbara,93103,Santa Barbara,34.4291,
WI,-91.0143,Coon Valley,54623,Vernon,43.7218,
OK,-96.0297,Tulsa,74158,Tulsa,36.1398,
NE,-103.0644,Hemingford,69348,Box Butte,42.3312,
IL,-88.9806,Buncombe,62912,Johnson,37.4637,
IA,-91.6773,Tiffin,52340,Johnson,41.7018,
MI,-85.8819,Baldwin,49304,Lake,43.8894,
WI,-89.3437,Deforest,53532,Dane,43.2478,
NH,-71.489,Belmont,3220,Belknap,43.4512,
VA,-78.4699,Keysville,23947,Charlotte,37.0411,
NM,-108.1379,Silver City,88062,Grant,32.7282,
MI,-85.4963,Centreville,49032,St. Joseph,41.9217,
WA,-122.2329,Sedro Woolley,98284,Skagit,48.5274,
IA,-94.4002,Bradgate,50520,Humboldt,42.7794,
IN,-84.8386,Harlan,46743,Allen,41.2285,
KY,-83.5625,Wallingford,41093,Fleming,38.3374,
TX,-98.23,Mcallen,78505,Hidalgo,26.2034,
WV,-81.3793,Bud,24716,Wyoming,37.5376,
VT,-72.783,East Dover,5341,Windham,42.9505,
CA,-118.0033,Huntington Beach,92647,Orange,33.721,
TN,-86.8219,Nashville,37215,Davidson,36.0986,
FL,-80.1442,Hollywood,33022,Broward,26.0134,
TX,-99.1572,Rochelle,76872,McCulloch,31.3,
PA,-79.0123,Listie,15549,Somerset,40.0208,
NY,-74.1556,Hagaman,12086,Montgomery,42.9695,
MD,-77.0261,Silver Spring,20918,Montgomery,38.9907,
WA,-122.4443,Tacoma,98431,Pierce,47.2529,
IN,-85.8554,Milford,46542,Kosciusko,41.4011,
WA,-122.6896,Port Ludlow,98365,Jefferson,47.9222,
NJ,-74.9067,Marlton,8053,Burlington,39.8845,
PA,-79.8089,North Washington,16048,Butler,41.0472,
AZ,-110.9265,Tucson,85720,Pima,32.2217,
NC,-77.4595,Trenton,28585,Jones,35.0745,
ID,-113.8926,Carey,83320,Blaine,43.2744,
WY,-108.8964,Fort Washakie,82514,Fremont,43.0048,
RI,-71.2841,Adamsville,2801,Newport,41.5301,
IL,-88.0317,Gifford,61847,Champaign,40.3028,
NY,-73.9265,Astoria,11102,Queens,40.7706,
AK,-157.1364,Shungnak,99773,Northwest Arctic,66.8881,
OH,-84.1181,Morrow,45152,Warren,39.3476,
IA,-90.8786,Monmouth,52309,Jackson,42.0772,
IA,-95.0486,Lake View,51450,Sac,42.3154,
NM,-106.6821,Santa Teresa,88008,Do̱a Ana,31.8394,
NY,-72.8566,Mastic,11950,Suffolk,40.8064,
OH,-81.3862,Canton,44709,Stark,40.8423,
MO,-94.4595,Kansas City,64157,Clay,39.2767,
MI,-85.7543,Grand Rapids,49534,Ottawa,43.0141,
NY,-76.1625,Newark Valley,13811,Tioga,42.2281,
FL,-81.711,Naples,34116,Collier,26.1873,
AL,-87.4836,Catherine,36728,Wilcox,32.182,
CA,-119.8276,Goleta,93118,Santa Barbara,34.4358,
WA,-122.5655,Hansville,98340,Kitsap,47.9061,
FL,-82.6746,Clearwater,33762,Pinellas,27.8942,
CA,-118.427,Pacoima,91334,Los Angeles,34.2625,
VA,-82.1856,Bee,24217,Dickenson,37.1014,
IA,-93.6973,Sheldahl,50243,Polk,41.8571,
OK,-95.9228,Tulsa,74135,Tulsa,36.0976,
GA,-83.1224,Naylor,31641,Lowndes,30.8985,
NY,-74.6759,Childwold,12922,St. Lawrence,44.2867,
ND,-98.1773,Mcville,58254,Nelson,47.7639,
TX,-98.3643,San Antonio,78233,Bexar,29.5563,
HI,-159.3683,Lihue,96766,Kauai,21.9816,
IA,-91.2459,Morley,52312,Jones,42.006,
NY,-73.455,Austerlitz,12017,Columbia,42.3223,
IL,-89.4409,Putnam,61560,Putnam,41.1949,
CA,-119.6397,Fresno,93718,Fresno,36.7464,
CA,-120.2596,Santa Margarita,93453,San Luis Obispo,35.3584,
NM,-108.5466,Aragon,87820,Catron,33.8859,
AL,-86.9292,Birmingham,35232,Jefferson,33.5446,
CA,-120.2691,Chowchilla,93610,Madera,37.1014,
LA,-92.1061,Monroe,71201,Ouachita Parish,32.5286,
MI,-83.6264,Grand Blanc,48439,Genesee,42.9282,
CA,-117.185,San Marcos,92078,San Diego,33.1193,
PA,-79.9865,Erie,16563,Erie,42.1192,
AR,-92.8292,Malvern,72104,Hot Spring,34.3557,
VA,-77.543,Ruby,22545,Stafford,38.5086,
CO,-103.5971,Snyder,80750,Morgan,40.3307,
WA,-122.812,Blakely Island,98222,San Juan,48.5618,
LA,-92.7235,Hodge,71247,Jackson,32.2768,
IA,-91.9335,Saint Lucas,52166,Fayette,43.0664,
OH,-84.4123,Russia,45363,Shelby,40.2341,
ND,-99.9899,Rugby,58368,Pierce,48.2545,
CT,-72.4643,Chester,6412,Middlesex,41.4049,
NV,-119.81,Reno,89513,Washoe,39.53,
PA,-76.8752,Harrisburg,17105,Dauphin,40.2785,
OH,-81.3524,Somerdale,44678,Tuscarawas,40.5649,
MO,-90.1979,Saint Louis,63169,St. Louis (city),38.6273,
CO,-102.2168,Hartman,81043,Prowers,38.1195,
VT,-72.6023,Montgomery Center,5471,Franklin,44.8781,
CA,-118.572,Winnetka,91396,Los Angeles,34.2133,
CO,-105.0575,La Veta,81055,Huerfano,37.5117,
NV,-115.3104,Las Vegas,89148,Clark,36.0588,
MI,-83.0484,Detroit,48226,Wayne,42.3333,
IA,-92.8917,Marble Rock,50653,Floyd,42.9645,
CA,-117.1825,Redlands,92375,San Bernardino,34.0556,
MI,-82.7017,Palms,48465,Sanilac,43.6257,
ND,-99.5279,Pettibone,58475,Kidder,47.12,
ID,-114.7154,Wendell,83355,Gooding,42.7579,
NV,-114.8197,The Lakes,88901,Clark,36.3225,
TX,-96.6777,Howe,75459,Grayson,33.5311,
VA,-76.5018,Lottsburg,22511,Northumberland,37.9792,
OR,-122.4414,Fairview,97024,Multnomah,45.5473,
IL,-88.1616,Villa Grove,61956,Douglas,39.8687,
KY,-82.4221,Raccoon,41557,Pike,37.4935,
WA,-123.1468,Curtis,98538,Lewis,46.4956,
WV,-79.8471,Elkins,26241,Randolph,38.9253,
CO,-105.0028,Denver,80223,Denver,39.7002,
PA,-75.1179,Philadelphia,19092,Philadelphia,40.0018,
ND,-101.3168,Minot Afb,58704,Ward,48.4232,
OH,-84.0137,Colton,43510,Henry,41.4199,
UT,-112.0079,Ogden,84201,Weber,41.2443,
PA,-76.983,Hanover,17333,York,39.8007,
NC,-82.1107,Penland,28765,Mitchell,35.9219,
OH,-84.4706,Cincinnati,45207,Hamilton,39.1397,
WI,-92.5514,Star Prairie,54026,Polk,45.2013,
IN,-87.3137,Bicknell,47512,Knox,38.7727,
WI,-88.0074,Green Bay,54305,Brown,44.4601,
CA,-116.377,Palm Desert,92260,Riverside,33.7225,
KS,-96.6482,Rosalia,67132,Butler,37.796,
AL,-86.6261,Locust Fork,35097,Blount,33.905,
GA,-85.0812,Carrollton,30117,Carroll,33.5798,
WA,-120.7094,Yakima,98908,Yakima,46.6165,
TX,-101.8951,Amarillo,79189,Potter,35.4015,
TX,-97.8203,Cedar Park,78613,Williamson,30.5052,
NJ,-74.5283,Stockholm,7460,Sussex,41.0992,
OH,-84.4165,Brookville,45309,Montgomery,39.8414,
WI,-89.3218,Land O Lakes,54540,Vilas,46.1563,
TX,-94.7639,Omaha,75571,Morris,33.1808,
MI,-83.9156,Saginaw,48601,Saginaw,43.4047,
NY,-77.3083,Farmington,14425,Ontario,42.958,
OR,-124.0503,Depoe Bay,97341,Lincoln,44.8322,
NC,-78.8405,Bunnlevel,28323,Harnett,35.3119,
FL,-81.2334,Lake Helen,32744,Volusia,28.9806,
NY,-75.8865,Binghamton,13901,Broome,42.1463,
MI,-84.0518,Saginaw,48605,Saginaw,43.4588,
KY,-85.5236,Greensburg,42743,Green,37.243,
IA,-94.0063,Ogden,50212,Boone,42.0351,
ND,-100.7944,Wilton,58579,McLean,47.1709,
FL,-85.2048,Wewahitchka,32465,Gulf,30.0933,
WV,-81.6773,Wharton,25208,Boone,37.9034,
CA,-118.1859,Los Angeles,90063,Los Angeles,34.0451,
CA,-118.1876,Long Beach,90806,Los Angeles,33.8045,
UT,-112.6898,Dugway,84022,Tooele,40.2708,
FL,-81.7334,Bonita Springs,34135,Lee,26.3771,
SC,-79.8826,Cordesville,29434,Berkeley,33.1362,
CA,-118.9391,Bakersfield,93306,Kern,35.3867,
IN,-85.9228,Mccordsville,46055,Hancock,39.9081,
NY,-72.5363,Mattituck,11952,Suffolk,40.9943,
PA,-80.0348,Pittsburgh,15233,Allegheny,40.4608,
PA,-76.2123,Pottsville,17901,Schuylkill,40.684,
MA,-70.6582,Onset,2558,Plymouth,41.7476,
MD,-77.2972,Woodsboro,21798,Frederick,39.5311,
LA,-92.0722,Monroe,71202,Ouachita Parish,32.3868,
AR,-93.8374,Ozark,72949,Franklin,35.5246,
NV,-119.8239,Reno,89509,Washoe,39.498,
VA,-77.2888,Fairfax,22037,Fairfax,38.8318,
UT,-113.6614,Beryl,84714,Iron,37.8958,
NY,-73.6077,Melrose,12121,Rensselaer,42.8412,
MT,-105.2568,Broadus,59317,Powder River,45.2572,
TN,-85.2077,Pikeville,37367,Bledsoe,35.6408,
MA,-70.9003,Salem,1970,Essex,42.5151,
KY,-83.9828,Gray,40734,Knox,36.9467,
CA,-117.7763,Pomona,91768,Los Angeles,34.0662,
KS,-95.2499,Lawrence,66045,Douglas,38.959,
MI,-84.7648,Reading,49274,Hillsdale,41.8442,
WV,-80.7323,Glen Dale,26038,Marshall,39.9597,
PA,-76.4645,Towanda,18848,Bradford,41.7638,
MI,-83.8366,Ann Arbor,48106,Washtenaw,42.2535,
SC,-79.9378,Timmonsville,29161,Florence,34.1012,
LA,-90.8229,Thibodaux,70302,Lafourche,29.7958,
TN,-83.2095,Mooresburg,37811,Hawkins,36.3621,
CA,-122.2985,El Cerrito,94530,Contra Costa,37.9156,
PA,-75.1524,Wyncote,19095,Montgomery,40.0867,
WI,-88.5684,Fontana,53125,Walworth,42.5429,
LA,-91.7808,Wildsville,71377,Concordia,31.6094,
NC,-80.8726,Cornelius,28031,Mecklenburg,35.4733,
MI,-83.6643,Azalia,48110,Monroe,42.0082,
NY,-73.9772,New York,10157,New York,40.7808,
CA,-119.0473,Ducor,93218,Tulare,35.8916,
VT,-73.1347,Monkton,5469,Addison,44.2404,
IN,-87.575,Evansville,47732,Vanderburgh,37.9971,
PA,-78.41,Altoona,16603,Blair,40.5018,
NY,-73.9772,New York,10164,New York,40.7808,
ME,-69.2528,Port Clyde,4855,Knox,43.9273,
NE,-98.439,Ayr,68925,Adams,40.4411,
IA,-93.3978,Mc Callsburg,50154,Story,42.1665,
